nsec	volume	sqrtvolume	bidprice	bidsize	askprice	asksize	emavol0	emavol1	emabid0	emabid1	emaask0	emaask1	emaspr0	emaspr1	cluster1
45150	2110517	217125	1268600	250	1270200	925	216942	214380	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1495.46	1814.36	1806.13
45160	2110709	217148	1268900	213	1270200	1125	216998	214471	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1486.75	1803.26	1845.3
45170	2110840	217170	1268900	314	1270200	1025	217046	214559	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1433.74	1786.76	1795.75
45180	2110940	217180	1268900	314	1270100	625	217081	214645	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1394.45	1770.67	1469.4
45190	2114555	217593	1269600	573	1270200	300	217129	214730	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1228.59	1739.99	4968.23
45200	2116788	217857	1270300	1	1271800	1	217314	214830	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1177.85	1716.28	6985.32
45210	2117493	217915	1270300	676	1272400	100	217474	214929	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1349.72	1717.79	7121.11
45220	2119129	218079	1269800	203	1272200	325	217640	215032	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1650.31	1740.39	8206.64
45230	2119159	218085	1269800	203	1272200	225	217765	215132	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1863.12	1762.02	7186.88
45240	2119159	218085	1269800	312	1272200	365	217856	215229	1.27E+06	1.27E+06	1.27E+06	1.27E+06	2015.52	1782.94	5594.27
45250	2119364	218101	1269900	109	1272200	925	217925	215323	1.27E+06	1.27E+06	1.27E+06	1.27E+06	2083.02	1798.12	5002.18
45260	2120078	218180	1269900	2	1271700	225	217990	215416	1.27E+06	1.27E+06	1.27E+06	1.27E+06	2036.76	1802.44	5184.69
45270	2120078	218180	1269900	2	1271700	425	218044	215506	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1969.55	1802.36	4203.12
45280	2120895	218282	1269600	1	1270900	765	218097	215595	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1823.75	1791.44	4344.35
45290	2120895	218282	1269600	1	1270900	765	218149	215684	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1675.07	1775.33	3449.58
